sample_alias,sample_name,environment,sample_accession,run_accession,ebi_fq_1,ebi_fq_2,fq_1,fq_2
SZAXPI019836-46,D169,faeces,SAMEA2737760,ERR589755,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589755/ERR589755_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589755/ERR589755_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA169B.SZAXPI019836-46.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA169B.SZAXPI019836-46.clean.trim.rmhost.2.fq.gz
SZAXPI019837-47,D159,faeces,SAMEA2737761,ERR589756,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589756/ERR589756_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589756/ERR589756_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA159B.SZAXPI019837-47.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA159B.SZAXPI019837-47.clean.trim.rmhost.2.fq.gz
SZAXPI019838-56,D191_M,faeces,SAMEA2737762,ERR589757,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589757/ERR589757_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589757/ERR589757_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA191B.SZAXPI019838-56.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA191B.SZAXPI019838-56.clean.trim.rmhost.2.fq.gz
SZAXPI019840-62,D88_M_3,faeces,SAMEA2737763,ERR589758,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589758/ERR589758_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589758/ERR589758_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA88-3B.SZAXPI019840-62.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA88-3B.SZAXPI019840-62.clean.trim.rmhost.2.fq.gz
SZAXPI019841-74,D225,faeces,SAMEA2737764,ERR589759,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589759/ERR589759_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589759/ERR589759_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA225B.SZAXPI019841-74.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA225B.SZAXPI019841-74.clean.trim.rmhost.2.fq.gz
SZAXPI019842-75,D60_M,faeces,SAMEA2737765,ERR589760,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589760/ERR589760_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589760/ERR589760_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA60-3B.SZAXPI019842-75.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA60-3B.SZAXPI019842-75.clean.trim.rmhost.2.fq.gz
SZAXPI019843-84,C161_S,faeces,SAMEA2737766,ERR589761,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589761/ERR589761_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589761/ERR589761_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA162B.SZAXPI019843-84.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA162B.SZAXPI019843-84.clean.trim.rmhost.2.fq.gz
SZAXPI019844-87,D220,faeces,SAMEA2737767,ERR589762,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589762/ERR589762_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589762/ERR589762_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA220B.SZAXPI019844-87.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA220B.SZAXPI019844-87.clean.trim.rmhost.2.fq.gz
SZAXPI019845-88,D161,faeces,SAMEA2737768,ERR589763,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589763/ERR589763_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589763/ERR589763_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA161B.SZAXPI019845-88.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA161B.SZAXPI019845-88.clean.trim.rmhost.2.fq.gz
SZAXPI019846-89,D235,faeces,SAMEA2737769,ERR589764,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589764/ERR589764_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589764/ERR589764_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA235B.SZAXPI019846-89.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA235B.SZAXPI019846-89.clean.trim.rmhost.2.fq.gz
SZAXPI019847-90,C1,faeces,SAMEA2737770,ERR589765,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589765/ERR589765_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589765/ERR589765_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH1B.SZAXPI019847-90.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH1B.SZAXPI019847-90.clean.trim.rmhost.2.fq.gz
SZAXPI019848-93,C198_R,faeces,SAMEA2737771,ERR589766,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589766/ERR589766_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589766/ERR589766_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA199B.SZAXPI019848-93.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA199B.SZAXPI019848-93.clean.trim.rmhost.2.fq.gz
SZAXPI019849-94,D168,faeces,SAMEA2737772,ERR589767,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589767/ERR589767_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589767/ERR589767_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA168B.SZAXPI019849-94.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA168B.SZAXPI019849-94.clean.trim.rmhost.2.fq.gz
SZAXPI019850-95,C3,faeces,SAMEA2737773,ERR589768,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589768/ERR589768_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589768/ERR589768_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH3B.SZAXPI019850-95.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH3B.SZAXPI019850-95.clean.trim.rmhost.2.fq.gz
SZAXPI019851-102,D138,faeces,SAMEA2737774,ERR589769,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589769/ERR589769_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589769/ERR589769_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA138B.SZAXPI019851-102.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA138B.SZAXPI019851-102.clean.trim.rmhost.2.fq.gz
SZAXPI019852-108,D163,faeces,SAMEA2737775,ERR589770,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589770/ERR589770_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589770/ERR589770_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA163B.SZAXPI019852-108.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA163B.SZAXPI019852-108.clean.trim.rmhost.2.fq.gz
SZAXPI019853-109,D184,faeces,SAMEA2737776,ERR589771,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589771/ERR589771_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589771/ERR589771_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA184B.SZAXPI019853-109.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA184B.SZAXPI019853-109.clean.trim.rmhost.2.fq.gz
SZAXPI019854-111,D187,faeces,SAMEA2737777,ERR589772,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589772/ERR589772_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589772/ERR589772_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA187B.SZAXPI019854-111.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA187B.SZAXPI019854-111.clean.trim.rmhost.2.fq.gz
SZAXPI019855-113,D194,faeces,SAMEA2737778,ERR589773,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589773/ERR589773_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589773/ERR589773_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA194B.SZAXPI019855-113.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA194B.SZAXPI019855-113.clean.trim.rmhost.2.fq.gz
SZAXPI019856-123,D195,faeces,SAMEA2737779,ERR589774,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589774/ERR589774_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589774/ERR589774_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA195B.SZAXPI019856-123.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA195B.SZAXPI019856-123.clean.trim.rmhost.2.fq.gz
SZAXPI019857-129,D196,faeces,SAMEA2737780,ERR589775,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589775/ERR589775_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589775/ERR589775_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA196B.SZAXPI019857-129.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA196B.SZAXPI019857-129.clean.trim.rmhost.2.fq.gz
SZAXPI019858-133,D198,faeces,SAMEA2737781,ERR589776,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589776/ERR589776_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589776/ERR589776_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA198B.SZAXPI019858-133.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA198B.SZAXPI019858-133.clean.trim.rmhost.2.fq.gz
SZAXPI019859-136,D202,faeces,SAMEA2737782,ERR589777,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589777/ERR589777_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589777/ERR589777_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA202B.SZAXPI019859-136.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA202B.SZAXPI019859-136.clean.trim.rmhost.2.fq.gz
SZAXPI019860-140,D204,faeces,SAMEA2737783,ERR589778,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589778/ERR589778_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589778/ERR589778_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA204B.SZAXPI019860-140.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA204B.SZAXPI019860-140.clean.trim.rmhost.2.fq.gz
SZAXPI019861-142,D206,faeces,SAMEA2737784,ERR589779,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589779/ERR589779_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589779/ERR589779_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA206B.SZAXPI019861-142.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA206B.SZAXPI019861-142.clean.trim.rmhost.2.fq.gz
SZAXPI019862-158,D210,faeces,SAMEA2737785,ERR589780,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589780/ERR589780_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589780/ERR589780_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA210B.SZAXPI019862-158.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA210B.SZAXPI019862-158.clean.trim.rmhost.2.fq.gz
SZAXPI019863-166,C214_S,faeces,SAMEA2737786,ERR589781,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589781/ERR589781_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589781/ERR589781_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA215B.SZAXPI019863-166.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA215B.SZAXPI019863-166.clean.trim.rmhost.2.fq.gz
SZAXPI019864-169,D219,faeces,SAMEA2737787,ERR589782,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589782/ERR589782_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589782/ERR589782_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA219B.SZAXPI019864-169.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA219B.SZAXPI019864-169.clean.trim.rmhost.2.fq.gz
SZAXPI019865-44,D79_G,faeces,SAMEA2737788,ERR589783,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589783/ERR589783_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589783/ERR589783_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA79-3B.SZAXPI019865-44.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA79-3B.SZAXPI019865-44.clean.trim.rmhost.2.fq.gz
SZAXPI021202-16,C34,faeces,SAMEA2737789,ERR589784,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589784/ERR589784_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589784/ERR589784_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH34A.SZAXPI021202-16.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH34A.SZAXPI021202-16.clean.trim.rmhost.2.fq.gz
SZAXPI021203-17,C60,faeces,SAMEA2737790,ERR589785,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589785/ERR589785_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589785/ERR589785_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH60A.SZAXPI021203-17.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH60A.SZAXPI021203-17.clean.trim.rmhost.2.fq.gz
SZAXPI021204-18,D252,faeces,SAMEA2737791,ERR589786,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589786/ERR589786_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589786/ERR589786_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA252A.SZAXPI021204-18.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA252A.SZAXPI021204-18.clean.trim.rmhost.2.fq.gz
SZAXPI021205-19,D197_N,faeces,SAMEA2737792,ERR589787,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589787/ERR589787_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589787/ERR589787_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA197-3A.SZAXPI021205-19.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA197-3A.SZAXPI021205-19.clean.trim.rmhost.2.fq.gz
SZAXPI021206-20,C57,faeces,SAMEA2737793,ERR589788,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589788/ERR589788_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589788/ERR589788_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH57A.SZAXPI021206-20.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH57A.SZAXPI021206-20.clean.trim.rmhost.2.fq.gz
SZAXPI021207-21,C252_R,faeces,SAMEA2737794,ERR589789,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589789/ERR589789_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589789/ERR589789_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAR3A.SZAXPI021207-21.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAR3A.SZAXPI021207-21.clean.trim.rmhost.2.fq.gz
SZAXPI021209-24,C76,faeces,SAMEA2737795,ERR589790,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589790/ERR589790_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589790/ERR589790_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH76A.SZAXPI021209-24.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH76A.SZAXPI021209-24.clean.trim.rmhost.2.fq.gz
SZAXPI021210-25,C31,faeces,SAMEA2737796,ERR589791,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589791/ERR589791_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589791/ERR589791_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH31A.SZAXPI021210-25.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH31A.SZAXPI021210-25.clean.trim.rmhost.2.fq.gz
SZAXPI021211-26,C27,faeces,SAMEA2737797,ERR589792,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589792/ERR589792_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589792/ERR589792_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH27A.SZAXPI021211-26.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH27A.SZAXPI021211-26.clean.trim.rmhost.2.fq.gz
SZAXPI021212-27,C43,faeces,SAMEA2737798,ERR589793,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589793/ERR589793_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589793/ERR589793_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH43A.SZAXPI021212-27.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH43A.SZAXPI021212-27.clean.trim.rmhost.2.fq.gz
SZAXPI021213-32,C55,faeces,SAMEA2737799,ERR589794,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589794/ERR589794_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589794/ERR589794_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH55A.SZAXPI021213-32.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH55A.SZAXPI021213-32.clean.trim.rmhost.2.fq.gz
SZAXPI021214-33,C29,faeces,SAMEA2737800,ERR589795,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589795/ERR589795_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589795/ERR589795_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH29A.SZAXPI021214-33.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH29A.SZAXPI021214-33.clean.trim.rmhost.2.fq.gz
SZAXPI021215-34,C53,faeces,SAMEA2737801,ERR589796,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589796/ERR589796_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589796/ERR589796_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH53A.SZAXPI021215-34.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH53A.SZAXPI021215-34.clean.trim.rmhost.2.fq.gz
SZAXPI021216-35,C50,faeces,SAMEA2737802,ERR589797,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589797/ERR589797_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589797/ERR589797_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH50A.SZAXPI021216-35.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH50A.SZAXPI021216-35.clean.trim.rmhost.2.fq.gz
SZAXPI021217-36,C24,faeces,SAMEA2737803,ERR589798,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589798/ERR589798_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589798/ERR589798_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH24A.SZAXPI021217-36.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH24A.SZAXPI021217-36.clean.trim.rmhost.2.fq.gz
SZAXPI021218-37,C35,faeces,SAMEA2737804,ERR589799,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589799/ERR589799_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589799/ERR589799_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH35A.SZAXPI021218-37.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH35A.SZAXPI021218-37.clean.trim.rmhost.2.fq.gz
SZAXPI021219-39,C18,faeces,SAMEA2737805,ERR589800,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589800/ERR589800_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589800/ERR589800_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH18A.SZAXPI021219-39.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH18A.SZAXPI021219-39.clean.trim.rmhost.2.fq.gz
SZAXPI021220-43,C91,faeces,SAMEA2737806,ERR589801,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589801/ERR589801_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589801/ERR589801_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH91A.SZAXPI021220-43.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH91A.SZAXPI021220-43.clean.trim.rmhost.2.fq.gz
SZAXPI021221-45,C47,faeces,SAMEA2737807,ERR589802,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589802/ERR589802_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589802/ERR589802_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH47A.SZAXPI021221-45.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH47A.SZAXPI021221-45.clean.trim.rmhost.2.fq.gz
SZAXPI021222-46,D206_M,faeces,SAMEA2737808,ERR589803,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589803/ERR589803_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589803/ERR589803_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA206-3A.SZAXPI021222-46.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA206-3A.SZAXPI021222-46.clean.trim.rmhost.2.fq.gz
SZAXPI021223-47,D255,faeces,SAMEA2737809,ERR589804,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589804/ERR589804_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589804/ERR589804_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA255A.SZAXPI021223-47.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA255A.SZAXPI021223-47.clean.trim.rmhost.2.fq.gz
