sample_alias,sample_name,environment,sample_accession,run_accession,ebi_fq_1,ebi_fq_2,fq_1,fq_2
RSZAXPI002477-142_2,C51,saliva,SAMEA2738061,ERR589416,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589416/ERR589416_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589416/ERR589416_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH51_saliva.RSZAXPI002477-142_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH51_saliva.RSZAXPI002477-142_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002478-158,C53,saliva,SAMEA2738062,ERR589419,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589419/ERR589419_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589419/ERR589419_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH53_saliva.RSZAXPI002478-158.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH53_saliva.RSZAXPI002478-158.clean.trim.rmhost.2.fq.gz
RSZAXPI002478-158_2,C53,saliva,SAMEA2738063,ERR589418,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589418/ERR589418_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589418/ERR589418_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH53_saliva.RSZAXPI002478-158_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH53_saliva.RSZAXPI002478-158_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002479-169,C59,saliva,SAMEA2738064,ERR589421,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589421/ERR589421_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589421/ERR589421_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH59_saliva.RSZAXPI002479-169.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH59_saliva.RSZAXPI002479-169.clean.trim.rmhost.2.fq.gz
RSZAXPI002479-169_2,C59,saliva,SAMEA2738065,ERR589420,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589420/ERR589420_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589420/ERR589420_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH59_saliva.RSZAXPI002479-169_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH59_saliva.RSZAXPI002479-169_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002480-13,C62,saliva,SAMEA2738066,ERR589423,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589423/ERR589423_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589423/ERR589423_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH62_saliva.RSZAXPI002480-13.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH62_saliva.RSZAXPI002480-13.clean.trim.rmhost.2.fq.gz
RSZAXPI002480-13_2,C62,saliva,SAMEA2738067,ERR589422,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589422/ERR589422_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589422/ERR589422_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH62_saliva.RSZAXPI002480-13_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH62_saliva.RSZAXPI002480-13_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002481-14,C68,saliva,SAMEA2738068,ERR589425,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589425/ERR589425_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589425/ERR589425_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH68_saliva.RSZAXPI002481-14.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH68_saliva.RSZAXPI002481-14.clean.trim.rmhost.2.fq.gz
RSZAXPI002481-14_2,C68,saliva,SAMEA2738069,ERR589424,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589424/ERR589424_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589424/ERR589424_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH68_saliva.RSZAXPI002481-14_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH68_saliva.RSZAXPI002481-14_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002482-15,C7,saliva,SAMEA2738070,ERR589427,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589427/ERR589427_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589427/ERR589427_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH7_saliva.RSZAXPI002482-15.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH7_saliva.RSZAXPI002482-15.clean.trim.rmhost.2.fq.gz
RSZAXPI002482-15_2,C7,saliva,SAMEA2738071,ERR589426,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589426/ERR589426_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589426/ERR589426_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH7_saliva.RSZAXPI002482-15_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH7_saliva.RSZAXPI002482-15_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002483-16,C70,saliva,SAMEA2738072,ERR589429,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589429/ERR589429_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589429/ERR589429_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH70_saliva.RSZAXPI002483-16.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH70_saliva.RSZAXPI002483-16.clean.trim.rmhost.2.fq.gz
RSZAXPI002483-16_2,C70,saliva,SAMEA2738073,ERR589428,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589428/ERR589428_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589428/ERR589428_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH70_saliva.RSZAXPI002483-16_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH70_saliva.RSZAXPI002483-16_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002484-17,C71,saliva,SAMEA2738074,ERR589431,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589431/ERR589431_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589431/ERR589431_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH71_saliva.RSZAXPI002484-17.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH71_saliva.RSZAXPI002484-17.clean.trim.rmhost.2.fq.gz
RSZAXPI002484-17_2,C71,saliva,SAMEA2738075,ERR589430,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589430/ERR589430_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589430/ERR589430_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH71_saliva.RSZAXPI002484-17_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH71_saliva.RSZAXPI002484-17_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002485-18,C72,saliva,SAMEA2738076,ERR589433,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589433/ERR589433_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589433/ERR589433_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH72_saliva.RSZAXPI002485-18.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH72_saliva.RSZAXPI002485-18.clean.trim.rmhost.2.fq.gz
RSZAXPI002485-18_2,C72,saliva,SAMEA2738077,ERR589432,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589432/ERR589432_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589432/ERR589432_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH72_saliva.RSZAXPI002485-18_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH72_saliva.RSZAXPI002485-18_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002486-19,C89,saliva,SAMEA2738078,ERR589435,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589435/ERR589435_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589435/ERR589435_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH89_saliva.RSZAXPI002486-19.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH89_saliva.RSZAXPI002486-19.clean.trim.rmhost.2.fq.gz
RSZAXPI002486-19_2,C89,saliva,SAMEA2738079,ERR589434,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589434/ERR589434_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589434/ERR589434_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH89_saliva.RSZAXPI002486-19_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH89_saliva.RSZAXPI002486-19_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002487-20,C93,saliva,SAMEA2738080,ERR589437,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589437/ERR589437_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589437/ERR589437_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH93_saliva.RSZAXPI002487-20.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH93_saliva.RSZAXPI002487-20.clean.trim.rmhost.2.fq.gz
RSZAXPI002487-20_2,C93,saliva,SAMEA2738081,ERR589436,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589436/ERR589436_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589436/ERR589436_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH93_saliva.RSZAXPI002487-20_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH93_saliva.RSZAXPI002487-20_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002488-21,C99,saliva,SAMEA2738082,ERR589439,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589439/ERR589439_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589439/ERR589439_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH99_saliva.RSZAXPI002488-21.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH99_saliva.RSZAXPI002488-21.clean.trim.rmhost.2.fq.gz
RSZAXPI002488-21_2,C99,saliva,SAMEA2738083,ERR589438,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589438/ERR589438_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589438/ERR589438_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH99_saliva.RSZAXPI002488-21_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH99_saliva.RSZAXPI002488-21_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002599-15,D201_GM,faeces,SAMEA2737649,ERR589440,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589440/ERR589440_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589440/ERR589440_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/201-12_Posttreatment.RSZAXPI002599-15.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/201-12_Posttreatment.RSZAXPI002599-15.clean.trim.rmhost.2.fq.gz
RSZAXPI002600-16,D69_G,faeces,SAMEA2737650,ERR589441,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589441/ERR589441_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589441/ERR589441_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/69-16_Posttreatment.RSZAXPI002600-16.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/69-16_Posttreatment.RSZAXPI002600-16.clean.trim.rmhost.2.fq.gz
RSZAXPI002601-14,D147_M,faeces,SAMEA2737651,ERR589442,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589442/ERR589442_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589442/ERR589442_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/147-14_Posttreatment.RSZAXPI002601-14.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/147-14_Posttreatment.RSZAXPI002601-14.clean.trim.rmhost.2.fq.gz
RSZAXPI002602-13,D51_M_16,faeces,SAMEA2737652,ERR589443,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589443/ERR589443_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589443/ERR589443_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/51-16_Posttreatment.RSZAXPI002602-13.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/51-16_Posttreatment.RSZAXPI002602-13.clean.trim.rmhost.2.fq.gz
RSZAXPI002603-21,D191_M,dental,SAMEA2737914,ERR589444,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589444/ERR589444_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589444/ERR589444_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA191-1_tooth.RSZAXPI002603-21.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA191-1_tooth.RSZAXPI002603-21.clean.trim.rmhost.2.fq.gz
RSZAXPI002604-26,D80_G,dental,SAMEA2737915,ERR589445,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589445/ERR589445_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589445/ERR589445_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA80-3_tooth.RSZAXPI002604-26.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA80-3_tooth.RSZAXPI002604-26.clean.trim.rmhost.2.fq.gz
RSZAXPI002605-23,D50_M,dental,SAMEA2737916,ERR589446,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589446/ERR589446_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589446/ERR589446_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA50-3_tooth.RSZAXPI002605-23.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA50-3_tooth.RSZAXPI002605-23.clean.trim.rmhost.2.fq.gz
RSZAXPI002606-27,D84_M,dental,SAMEA2737917,ERR589447,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589447/ERR589447_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589447/ERR589447_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA84-3_tooth.RSZAXPI002606-27.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA84-3_tooth.RSZAXPI002606-27.clean.trim.rmhost.2.fq.gz
RSZAXPI002607-18,D88,faeces,SAMEA2737653,ERR589448,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589448/ERR589448_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589448/ERR589448_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_088_Posttreatment.RSZAXPI002607-18.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_088_Posttreatment.RSZAXPI002607-18.clean.trim.rmhost.2.fq.gz
RSZAXPI002608-31,D88_M_3,dental,SAMEA2737918,ERR589449,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589449/ERR589449_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589449/ERR589449_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA88-3_tooth.RSZAXPI002608-31.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA88-3_tooth.RSZAXPI002608-31.clean.trim.rmhost.2.fq.gz
RSZAXPI002609-25,D79_G,dental,SAMEA2737919,ERR589450,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589450/ERR589450_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589450/ERR589450_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA79-3_tooth.RSZAXPI002609-25.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA79-3_tooth.RSZAXPI002609-25.clean.trim.rmhost.2.fq.gz
RSZAXPI002610-19,D14_M,saliva,SAMEA2738084,ERR589451,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589451/ERR589451_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589451/ERR589451_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_14-3_saliva.RSZAXPI002610-19.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_14-3_saliva.RSZAXPI002610-19.clean.trim.rmhost.2.fq.gz
RSZAXPI002611-17,D47,faeces,SAMEA2737654,ERR589452,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589452/ERR589452_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589452/ERR589452_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_047_Posttreatment.RSZAXPI002611-17.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_047_Posttreatment.RSZAXPI002611-17.clean.trim.rmhost.2.fq.gz
RSZAXPI002612-20,D14_M,dental,SAMEA2737920,ERR589453,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589453/ERR589453_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589453/ERR589453_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_14-3_tooth.RSZAXPI002612-20.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_14-3_tooth.RSZAXPI002612-20.clean.trim.rmhost.2.fq.gz
RSZAXPI002613-24,D60_M,dental,SAMEA2737921,ERR589454,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589454/ERR589454_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589454/ERR589454_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA60-3_tooth.RSZAXPI002613-24.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA60-3_tooth.RSZAXPI002613-24.clean.trim.rmhost.2.fq.gz
RSZAXPI002614-22,D49_M,dental,SAMEA2737922,ERR589455,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589455/ERR589455_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589455/ERR589455_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA49-3_tooth.RSZAXPI002614-22.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA49-3_tooth.RSZAXPI002614-22.clean.trim.rmhost.2.fq.gz
RSZAXPI002615-108,C35,saliva,SAMEA2738085,ERR589457,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589457/ERR589457_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589457/ERR589457_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH35_saliva.RSZAXPI002615-108.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH35_saliva.RSZAXPI002615-108.clean.trim.rmhost.2.fq.gz
RSZAXPI002615-108_2,C35,saliva,SAMEA2738086,ERR589456,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589456/ERR589456_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589456/ERR589456_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH35_saliva.RSZAXPI002615-108_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH35_saliva.RSZAXPI002615-108_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002616-109,C36,saliva,SAMEA2738087,ERR589459,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589459/ERR589459_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589459/ERR589459_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH36_saliva.RSZAXPI002616-109.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH36_saliva.RSZAXPI002616-109.clean.trim.rmhost.2.fq.gz
RSZAXPI002616-109_2,C36,saliva,SAMEA2738088,ERR589458,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589458/ERR589458_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589458/ERR589458_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH36_saliva.RSZAXPI002616-109_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH36_saliva.RSZAXPI002616-109_2.clean.trim.rmhost.2.fq.gz
RSZAXPI002617-32,D92_M,dental,SAMEA2737923,ERR589460,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589460/ERR589460_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589460/ERR589460_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA92-3_tooth.RSZAXPI002617-32.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA92-3_tooth.RSZAXPI002617-32.clean.trim.rmhost.2.fq.gz
